City,State,Type,Year,CrimePerCapita,Gini,HSPerc
,Alaska,State,2014,0.081437756,0.4175,0.9176
Anchorage,Alaska,Cities,2014,0.199133107,0.4174,0.9256
,Arizona,State,2014,0.395142874,0.4676,0.8569
Avondale,Arizona,Cities,2014,0.377491444,0.3923,0.8147
Chandler,Arizona,Cities,2014,0.039624518,0.4022,0.8994
Flagstaff,Arizona,Cities,2014,0.143905598,0.5045,0.9382
Gilbert,Arizona,Cities,2014,0.084950941,0.3679,0.9497
Glendale,Arizona,Cities,2014,0.380099671,0.4674,0.8498
Goodyear,Arizona,Cities,2014,0.133643386,0.4061,0.9222
Mesa,Arizona,Cities,2014,0.216407122,0.4434,0.864
Phoenix,Arizona,Cities,2014,1.196194142,0.4808,0.8096
Scottsdale,Arizona,Cities,2014,0.218031178,0.5005,0.9549
Tempe,Arizona,Cities,2014,0.117777307,0.4735,0.9273
Tucson,Arizona,Cities,2014,0.170671764,0.4584,0.8517
Yuma,Arizona,Cities,2014,1.520499593,0.4815,0.787
,Arkansas,State,2014,0.02698327,0.4714,0.8535
Fort Smith,Arkansas,Cities,2014,0.45460228,0.5464,0.8038
,California,State,2014,0.189916209,0.489,0.8277
Alameda,California,Cities,2014,0.519156889,0.4347,0.9041
Alhambra,California,Cities,2014,0.117742638,0.4432,0.8015
Antioch,California,Cities,2014,0.2772054,0.4216,0.8646
Apple Valley,California,Cities,2014,0.280390865,0.4802,0.883
Bakersfield,California,Cities,2014,0.163307077,0.4436,0.8206
Berkeley,California,Cities,2014,0.254770579,0.5356,0.9699
Buena Park,California,Cities,2014,0.239767905,0.4447,0.8625
Burbank,California,Cities,2014,0.095200922,0.4254,0.8847
Camarillo,California,Cities,2014,0.452679865,0.3793,0.92
Carson,California,Cities,2014,0.215429027,0.39,0.8049
Chico,California,Cities,2014,0.338745737,0.4996,0.9466
Chino,California,Cities,2014,0.367647059,0.3404,0.7643
Chino Hills,California,Cities,2014,0.129917373,0.4003,0.9286
Chula Vista,California,Cities,2014,0.115431676,0.4267,0.8162
Compton,California,Cities,2014,0.305424336,0.403,0.6314
Davis,California,Cities,2014,0.301386377,0.5587,0.9695
El Monte,California,Cities,2014,0.430218551,0.4207,0.59
Escondido,California,Cities,2014,0.266953196,0.4559,0.754
Fairfield,California,Cities,2014,0.090661831,0.3987,0.82
Fontana,California,Cities,2014,0.146676315,0.4041,0.7557
Fremont,California,Cities,2014,0.043941558,0.3861,0.9221
Fresno,California,Cities,2014,0.233832891,0.4844,0.7574
Fullerton,California,Cities,2014,0.071482183,0.4687,0.8679
Garden Grove,California,Cities,2014,0.113567965,0.4313,0.7709
Glendale,California,Cities,2014,0.101482147,0.4939,0.8636
Hayward,California,Cities,2014,0.195670465,0.4411,0.8132
Hemet,California,Cities,2014,0.121341552,0.4566,0.7977
Hesperia,California,Cities,2014,0.108000691,0.4197,0.7857
Huntington Beach,California,Cities,2014,0.150638708,0.449,0.9243
Inglewood,California,Cities,2014,0.089288106,0.4105,0.7364
Irvine,California,Cities,2014,0.164628701,0.4655,0.9563
Laguna Niguel,California,Cities,2014,0.153768087,0.4617,0.9649
Lake Forest,California,Cities,2014,0.125394994,0.3921,0.8936
Lancaster,California,Cities,2014,0.312129346,0.4721,0.8209
Livermore,California,Cities,2014,0.348241959,0.4049,0.8889
Long Beach,California,Cities,2014,0.212258794,0.4771,0.8011
Los Angeles,California,Cities,2014,0.363471429,0.536,0.773
Lynwood,California,Cities,2014,0.278504985,0.4178,0.531
Manteca,California,Cities,2014,0.13688317,0.4092,0.8249
Menifee,California,Cities,2014,0.117864762,0.3948,0.8375
Merced,California,Cities,2014,0.122544514,0.4749,0.7892
Modesto,California,Cities,2014,0.194344573,0.4564,0.8332
Moreno Valley,California,Cities,2014,0.197130762,0.4047,0.7646
Murrieta,California,Cities,2014,0.092271352,0.4345,0.9043
Newport Beach,California,Cities,2014,0.227896854,0.5305,0.9761
Norwalk,California,Cities,2014,1.029596211,0.3807,0.7394
Oakland,California,Cities,2014,0.341468412,0.5193,0.797
Oceanside,California,Cities,2014,0.229750376,0.4571,0.8705
Orange,California,Cities,2014,0.213118131,0.4382,0.8672
Oxnard,California,Cities,2014,0.195925725,0.3919,0.6935
Palmdale,California,Cities,2014,0.189621389,0.4605,0.7331
Palo Alto,California,Cities,2014,0.446634608,0.4831,0.989
Pasadena,California,Cities,2014,0.284955084,0.5061,0.8768
Pittsburg,California,Cities,2014,0.148128398,0.3783,0.8484
Pomona,California,Cities,2014,0.131666436,0.4219,0.7221
Rancho Cucamonga,California,Cities,2014,0.115811783,0.4311,0.9141
Redding,California,Cities,2014,0.437512305,0.4582,0.9097
Redlands,California,Cities,2014,0.426772886,0.4657,0.9007
Redondo Beach,California,Cities,2014,0.58758722,0.408,0.9488
Riverside,California,Cities,2014,0.406945623,0.4279,0.8167
Roseville,California,Cities,2014,0.232563548,0.4119,0.9432
Sacramento,California,Cities,2014,0.144997483,0.4973,0.8338
Salinas,California,Cities,2014,0.063731613,0.4044,0.6279
San Bernardino,California,Cities,2014,0.046600928,0.453,0.6996
San Clemente,California,Cities,2014,0.305824426,0.4583,0.9363
San Diego,California,Cities,2014,0.248412716,0.4741,0.8844
San Francisco,California,Cities,2014,0.235212762,0.5063,0.8859
San Jose,California,Cities,2014,0.108945516,0.4404,0.8392
San Leandro,California,Cities,2014,0.112752283,0.4121,0.8364
San Marcos,California,Cities,2014,0.110133372,0.4547,0.8459
San Mateo,California,Cities,2014,0.195920926,0.4479,0.8911
San Ramon,California,Cities,2014,0.133246279,0.3906,0.9735
Santa Ana,California,Cities,2014,0.208047268,0.4064,0.5991
Santa Clarita,California,Cities,2014,0.386604166,0.3943,0.9154
Santa Monica,California,Cities,2014,0.107352578,0.5224,0.9466
Simi Valley,California,Cities,2014,0.315945784,0.4364,0.9055
South Gate,California,Cities,2014,0.104187287,0.385,0.5576
Stockton,California,Cities,2014,0.100160591,0.4995,0.7614
Sunnyvale,California,Cities,2014,0.066941573,0.4506,0.9234
Torrance,California,Cities,2014,0.06758081,0.4274,0.9369
Tracy,California,Cities,2014,0.235078399,0.3591,0.8297
Turlock,California,Cities,2014,0.141270873,0.4368,0.8304
Union City,California,Cities,2014,0.409455697,0.3893,0.8859
Vacaville,California,Cities,2014,0.105595506,0.3924,0.8759
Victorville,California,Cities,2014,0.245266359,0.4124,0.8163
Visalia,California,Cities,2014,0.155656559,0.4641,0.8426
Vista,California,Cities,2014,0.307216516,0.4393,0.8099
Walnut Creek,California,Cities,2014,0.296055066,0.4662,0.9631
West Covina,California,Cities,2014,0.184952282,0.4078,0.8422
Yorba Linda,California,Cities,2014,0.147706124,0.4118,0.9578
Yuba City,California,Cities,2014,0.152613506,0.424,0.7987
,Colorado,State,2014,0.179697513,0.4584,0.9009
Arvada,Colorado,Cities,2014,0.08848931,0.4059,0.9288
Aurora,Colorado,Cities,2014,0.113976999,0.4056,0.8598
Centennial,Colorado,Cities,2014,0.279108713,0.3874,0.9679
Colorado Springs,Colorado,Cities,2014,0.157321401,0.4505,0.9141
Denver,Colorado,Cities,2014,0.240473854,0.5063,0.8574
Fort Collins,Colorado,Cities,2014,0.194786222,0.4754,0.9621
Lakewood,Colorado,Cities,2014,0.067459996,0.447,0.9145
Longmont,Colorado,Cities,2014,0.330349179,0.4596,0.8993
Loveland,Colorado,Cities,2014,0.137997654,0.4022,0.9579
Pueblo,Colorado,Cities,2014,0.276265989,0.4533,0.8651
,Connecticut,State,2014,0.341648825,0.5005,0.8988
Bridgeport,Connecticut,Cities,2014,0.338244646,0.4736,0.7756
Danbury,Connecticut,Cities,2014,0.237301408,0.4516,0.8396
New Britain,Connecticut,Cities,2014,0.137241985,0.4774,0.8024
New Haven,Connecticut,Cities,2014,0.611237603,0.5384,0.8345
Norwalk,Connecticut,Cities,2014,0.226675129,0.4756,0.8915
Stamford,Connecticut,Cities,2014,0.706519606,0.5238,0.8817
Waterbury,Connecticut,Cities,2014,0.365313485,0.4877,0.8063
,Delaware,State,2014,0.139066436,0.4494,0.8846
Wilmington,Delaware,Cities,2014,0.278889462,0.5469,0.8365
,District Of Columbia,State,2014,0.832328234,0.5224,0.899
,Florida,State,2014,0.032667015,0.4834,0.8678
Cape Coral,Florida,Cities,2014,0.059272607,0.4245,0.893
Delray Beach,Florida,Cities,2014,0.154042855,0.5222,0.8324
Gainesville,Florida,Cities,2014,0.078012248,0.5352,0.9436
Kissimmee,Florida,Cities,2014,0.300196629,0.4465,0.7973
Largo,Florida,Cities,2014,0.12738529,0.4183,0.8961
Miami Beach,Florida,Cities,2014,0.65380131,0.6079,0.8824
Miramar,Florida,Cities,2014,0.075556093,0.389,0.8908
Orlando,Florida,Cities,2014,0.192548378,0.4925,0.8974
Palm Bay,Florida,Cities,2014,0.094978487,0.4058,0.8807
Port St. Lucie,Florida,Cities,2014,0.057986814,0.4107,0.8713
Weston,Florida,Cities,2014,0.14465709,0.4206,0.9719
West Palm Beach,Florida,Cities,2014,0.485304966,0.4975,0.8258
,Georgia,State,2014,0.040659074,0.4801,0.8526
Atlanta,Georgia,Cities,2014,0.286114846,0.5761,0.8945
,Idaho,State,2014,0.153337451,0.4541,0.8955
Nampa,Idaho,Cities,2014,0.455918391,0.3678,0.8535
,Illinois,State,2014,0.084611313,0.4765,0.8807
Arlington Heights,Illinois,Cities,2014,0.131233596,0.4393,0.9558
Aurora,Illinois,Cities,2014,0.199581876,0.4294,0.7854
Bloomington,Illinois,Cities,2014,0.37759122,0.4549,0.932
Chicago,Illinois,Cities,2014,0.183545445,0.5194,0.8295
Joliet,Illinois,Cities,2014,0.067641608,0.3933,0.8619
Peoria,Illinois,Cities,2014,0.171052744,0.4882,0.8945
Rockford,Illinois,Cities,2014,0.066851176,0.4768,0.84
Schaumburg,Illinois,Cities,2014,0.133226752,0.4013,0.9232
Springfield,Illinois,Cities,2014,0.170744617,0.4903,0.9022
,Indiana,State,2014,0.07280248,0.4455,0.8768
Bloomington,Indiana,Cities,2014,1.203731568,0.5706,0.9627
Fishers,Indiana,Cities,2014,0.116826524,0.3574,0.9772
Fort Wayne,Indiana,Cities,2014,0.077768964,0.4702,0.8848
Indianapolis,Indiana,Cities,2014,0.221383812,0.4754,0.8418
,Iowa,State,2014,0.035420309,0.4433,0.9173
Cedar Rapids,Iowa,Cities,2014,0.077578917,0.4691,0.9336
Des Moines,Iowa,Cities,2014,0.048019208,0.4549,0.8689
,Kansas,State,2014,0.251762944,0.4597,0.8989
Kansas City,Kansas,Cities,2014,0.067067732,0.4452,0.783
Lawrence,Kansas,Cities,2014,1.420392465,0.4631,0.9743
Overland Park,Kansas,Cities,2014,0.054612578,0.4544,0.9504
Wichita,Kansas,Cities,2014,0.361296849,0.4682,0.8694
,Kentucky,State,2014,0.367312373,0.4704,0.8479
,Louisiana,State,2014,0.019359847,0.4902,0.8324
New Orleans,Louisiana,Cities,2014,0.077496752,0.5883,0.8646
,Maine,State,2014,0.210700104,0.4593,0.9132
Portland,Maine,Cities,2014,0.602591142,0.4841,0.9386
,Maryland,State,2014,0.02679957,0.4491,0.8938
Baltimore,Maryland,Cities,2014,0.032076316,0.5022,0.8436
,Massachusetts,State,2014,0.455761199,0.4863,0.897
Boston,Massachusetts,Cities,2014,1.451682653,0.5508,0.8653
Brockton,Massachusetts,Cities,2014,0.105901914,0.4715,0.8098
Cambridge,Massachusetts,Cities,2014,1.201467639,0.5281,0.9526
Fall River,Massachusetts,Cities,2014,0.337400888,0.4438,0.7072
Lynn,Massachusetts,Cities,2014,1.519575387,0.4712,0.7874
New Bedford,Massachusetts,Cities,2014,0.524295871,0.4542,0.7169
Newton,Massachusetts,Cities,2014,0.562549926,0.5297,0.9599
Quincy,Massachusetts,Cities,2014,1.595150742,0.4228,0.8849
Springfield,Massachusetts,Cities,2014,0.065033883,0.4999,0.7499
Worcester,Massachusetts,Cities,2014,0.327425129,0.4886,0.8573
,Michigan,State,2014,0.311659232,0.4598,0.8951
Ann Arbor,Michigan,Cities,2014,0.594388968,0.4935,0.9634
Dearborn,Michigan,Cities,2014,0.524130991,0.4578,0.8143
Detroit,Michigan,Cities,2014,0.233681031,0.4947,0.7877
Farmington Hills,Michigan,Cities,2014,0.244851987,0.4366,0.9478
Flint,Michigan,Cities,2014,1.210092169,0.4789,0.828
Grand Rapids,Michigan,Cities,2014,0.206841275,0.4592,0.8638
Kalamazoo,Michigan,Cities,2014,0.395480971,0.5104,0.9213
Lansing,Michigan,Cities,2014,0.52677325,0.4283,0.8931
Livonia,Michigan,Cities,2014,0.210897051,0.3824,0.9384
Southfield,Michigan,Cities,2014,0.954706019,0.4381,0.939
Troy,Michigan,Cities,2014,0.240156582,0.4025,0.9293
Warren,Michigan,Cities,2014,1.036422861,0.4082,0.8514
Westland,Michigan,Cities,2014,0.12158646,0.4262,0.8671
Wyoming,Michigan,Cities,2014,0.402128601,0.4108,0.8296
,Minnesota,State,2014,0.179729155,0.4539,0.9204
Brooklyn Park,Minnesota,Cities,2014,0.126604715,0.3945,0.9048
Duluth,Minnesota,Cities,2014,0.116135925,0.4857,0.9337
Eagan,Minnesota,Cities,2014,0.760410013,0.4165,0.9409
Minneapolis,Minnesota,Cities,2014,0.791176405,0.5107,0.9026
Plymouth,Minnesota,Cities,2014,0.801785309,0.4547,0.9563
St. Cloud,Minnesota,Cities,2014,0.753397824,0.4343,0.9277
St. Paul,Minnesota,Cities,2014,0.536941581,0.4889,0.8645
,Mississippi,State,2014,0.003346073,0.476,0.8269
,Missouri,State,2014,0.122152243,0.4628,0.8863
Columbia,Missouri,Cities,2014,0.085582,0.484,0.9526
Independence,Missouri,Cities,2014,0.255708697,0.4233,0.8805
Kansas City,Missouri,Cities,2014,0.640454979,0.4815,0.8839
Lee'S Summit,Missouri,Cities,2014,0.213688912,0.3757,0.9626
Springfield,Missouri,Cities,2014,0.242013553,0.4737,0.9104
St. Charles,Missouri,Cities,2014,0.147123731,0.4155,0.9173
St. Louis,Missouri,Cities,2014,0.188339287,0.5024,0.849
,Montana,State,2014,0.28433296,0.4544,0.9184
Billings,Montana,Cities,2014,0.453535308,0.4717,0.9163
Missoula,Montana,Cities,2014,0.287051124,0.4692,0.9552
,Nebraska,State,2014,0.249877719,0.4352,0.9018
Lincoln,Nebraska,Cities,2014,1.032417923,0.4448,0.928
,Nevada,State,2014,0.084753843,0.4427,0.847
Henderson,Nevada,Cities,2014,0.072960481,0.4492,0.9211
North Las Vegas,Nevada,Cities,2014,0.043585139,0.4085,0.784
Reno,Nevada,Cities,2014,0.170172938,0.4574,0.8575
,New Hampshire,State,2014,0.105367416,0.441,0.9175
,New Jersey,State,2014,0.375712428,0.4757,0.8896
Jersey City,New Jersey,Cities,2014,0.153843195,0.4945,0.8589
Newark,New Jersey,Cities,2014,0.179140841,0.4572,0.7701
Passaic,New Jersey,Cities,2014,0.421182681,0.5185,0.6683
Trenton,New Jersey,Cities,2014,0.1185902,0.4689,0.6846
Union City,New Jersey,Cities,2014,0.726881533,0.4636,0.7159
,New Mexico,State,2014,0.062403784,0.477,0.8388
Albuquerque,New Mexico,Cities,2014,0.178931208,0.4786,0.8872
,New York,State,2014,0.273597396,0.5111,0.8589
Albany,New York,Cities,2014,0.304275065,0.4829,0.9129
Buffalo,New York,Cities,2014,0.580452676,0.5093,0.8295
Mount Vernon,New York,Cities,2014,0.146109114,0.4667,0.8432
New Rochelle,New York,Cities,2014,0.749718855,0.5289,0.8341
New York,New York,Cities,2014,0.359927108,0.5482,0.8108
Rochester,New York,Cities,2014,0.142621478,0.5078,0.8073
Yonkers,New York,Cities,2014,0.299066911,0.4756,0.8266
,North Carolina,State,2014,0.140828636,0.4748,0.8637
Asheville,North Carolina,Cities,2014,0.453597024,0.4707,0.9406
Fayetteville,North Carolina,Cities,2014,0.38966226,0.4614,0.9103
Greensboro,North Carolina,Cities,2014,0.212612906,0.4714,0.8918
Greenville,North Carolina,Cities,2014,0.443468813,0.5476,0.9532
High Point,North Carolina,Cities,2014,0.184263866,0.4823,0.8583
Jacksonville,North Carolina,Cities,2014,0.145664302,0.4132,0.9059
Raleigh,North Carolina,Cities,2014,0.570303607,0.4889,0.9186
Wilmington,North Carolina,Cities,2014,0.529016558,0.514,0.9169
,North Dakota,State,2014,0.541522599,0.4664,0.917
Bismarck,North Dakota,Cities,2014,1.168019623,0.434,0.9299
Fargo,North Dakota,Cities,2014,0.777967948,0.4871,0.9406
,Ohio,State,2014,0.347601348,0.4637,0.8901
Akron,Ohio,Cities,2014,0.202131476,0.4636,0.8686
Canton,Ohio,Cities,2014,0.138138719,0.4435,0.8572
Cincinnati,Ohio,Cities,2014,1.814083334,0.5585,0.8734
Cleveland,Ohio,Cities,2014,0.128648802,0.5205,0.7682
Dayton,Ohio,Cities,2014,0.698241131,0.4783,0.8325
Lorain,Ohio,Cities,2014,1.257485971,0.4475,0.8033
Parma,Ohio,Cities,2014,0.37421415,0.3708,0.911
Toledo,Ohio,Cities,2014,0.711364041,0.4683,0.8607
,Oklahoma,State,2014,0.085161115,0.466,0.8677
Edmond,Oklahoma,Cities,2014,0.226287861,0.4869,0.9605
Norman,Oklahoma,Cities,2014,0.0833639,0.4766,0.9291
Oklahoma City,Oklahoma,Cities,2014,0.145636959,0.4699,0.8529
,Oregon,State,2014,0.065645409,0.4624,0.8931
Medford,Oregon,Cities,2014,0.127622645,0.4302,0.87
Salem,Oregon,Cities,2014,0.246870911,0.4213,0.8705
,Pennsylvania,State,2014,0.039091999,0.4686,0.8923
Allentown,Pennsylvania,Cities,2014,0.084238902,0.451,0.807
Philadelphia,Pennsylvania,Cities,2014,0.070555244,0.514,0.8339
Pittsburgh,Pennsylvania,Cities,2014,0.292575411,0.5176,0.918
Reading,Pennsylvania,Cities,2014,0.227665968,0.4507,0.698
Scranton,Pennsylvania,Cities,2014,0.132014944,0.4468,0.8712
,Rhode Island,State,2014,0.037922528,0.4827,0.8622
Pawtucket,Rhode Island,Cities,2014,0.139971726,0.4358,0.7829
Providence,Rhode Island,Cities,2014,0.055978504,0.5652,0.7825
,South Carolina,State,2014,0.101559498,0.4687,0.8602
Charleston,South Carolina,Cities,2014,0.154003711,0.4899,0.9431
Columbia,South Carolina,Cities,2014,0.149115744,0.5323,0.8862
,South Dakota,State,2014,0.200128318,0.4468,0.9066
Rapid City,South Dakota,Cities,2014,0.419691946,0.4459,0.9209
Sioux Falls,South Dakota,Cities,2014,0.119517865,0.4509,0.9058
,Tennessee,State,2014,0.296635768,0.4811,0.8595
Chattanooga,Tennessee,Cities,2014,0.630556782,0.4932,0.8596
Clarksville,Tennessee,Cities,2014,0.8987894,0.4107,0.9165
Jackson,Tennessee,Cities,2014,0.147342675,0.4856,0.8915
Knoxville,Tennessee,Cities,2014,0.488170013,0.5398,0.8596
Memphis,Tennessee,Cities,2014,0.19849692,0.5113,0.8414
Nashville,Tennessee,Cities,2014,0.169834597,0.4777,0.8663
,Texas,State,2014,0.052681496,0.4827,0.8239
Austin,Texas,Cities,2014,0.044251508,0.4825,0.8858
Baytown,Texas,Cities,2014,0.131142381,0.4742,0.7981
Beaumont,Texas,Cities,2014,0.339276324,0.5234,0.85
College Station,Texas,Cities,2014,0.098538672,0.5467,0.9649
Conroe,Texas,Cities,2014,0.155168668,0.4493,0.735
Corpus Christi,Texas,Cities,2014,0.187963447,0.4657,0.826
Dallas,Texas,Cities,2014,0.117887827,0.5497,0.7508
El Paso,Texas,Cities,2014,0.014699981,0.4651,0.794
Fort Worth,Texas,Cities,2014,0.037271387,0.4637,0.813
Garland,Texas,Cities,2014,0.042298679,0.3974,0.7437
Harlingen,Texas,Cities,2014,0.151957209,0.4968,0.7405
Houston,Texas,Cities,2014,0.072074247,0.5307,0.7711
Killeen,Texas,Cities,2014,0.071833404,0.3874,0.9162
League City,Texas,Cities,2014,0.107770234,0.3636,0.9333
Longview,Texas,Cities,2014,0.734762855,0.4651,0.8553
Lubbock,Texas,Cities,2014,0.041352047,0.485,0.8739
Mckinney,Texas,Cities,2014,0.523539652,0.399,0.9255
New Braunfels,Texas,Cities,2014,0.154746062,0.3915,0.9101
Odessa,Texas,Cities,2014,0.176026897,0.4622,0.7862
Pearland,Texas,Cities,2014,0.390182996,0.386,0.945
Richardson,Texas,Cities,2014,0.189136027,0.447,0.9483
San Antonio,Texas,Cities,2014,0.098007302,0.4688,0.8164
Sugar Land,Texas,Cities,2014,0.117570983,0.4628,0.9231
Victoria,Texas,Cities,2014,0.152146791,0.4925,0.7769
Wichita Falls,Texas,Cities,2014,0.190568752,0.4866,0.8655
,Utah,State,2014,0.17014494,0.4283,0.9052
Ogden,Utah,Cities,2014,0.11826342,0.4335,0.8313
Salt Lake City,Utah,Cities,2014,0.051983698,0.5281,0.8758
West Jordan,Utah,Cities,2014,0.089591285,0.3491,0.8944
,Vermont,State,2014,0.239744911,0.4406,0.9192
,Virginia,State,2014,0.141879753,0.4658,0.8859
Alexandria,Virginia,Cities,2014,0.06619667,0.4367,0.9084
Chesapeake,Virginia,Cities,2014,0.258076726,0.3999,0.9151
Hampton,Virginia,Cities,2014,0.146423603,0.4212,0.9016
Lynchburg,Virginia,Cities,2014,0.127163367,0.4788,0.9032
Newport News,Virginia,Cities,2014,0.21932951,0.4216,0.8905
Norfolk,Virginia,Cities,2014,0.485676588,0.4766,0.886
Portsmouth,Virginia,Cities,2014,0.414787162,0.4284,0.8473
Richmond,Virginia,Cities,2014,0.13841022,0.5263,0.8468
Suffolk,Virginia,Cities,2014,0.116296649,0.435,0.8637
Virginia Beach,Virginia,Cities,2014,0.177343483,0.4085,0.9246
,Washington,State,2014,0.42429818,0.4542,0.8971
Auburn,Washington,Cities,2014,0.263088661,0.4017,0.8499
Bellingham,Washington,Cities,2014,0.481649167,0.4896,0.9196
Everett,Washington,Cities,2014,0.283256697,0.4318,0.8884
Federal Way,Washington,Cities,2014,0.427574264,0.427,0.8906
Kent,Washington,Cities,2014,1.271486129,0.4155,0.8652
Kirkland,Washington,Cities,2014,0.351485613,0.4354,0.9661
Renton,Washington,Cities,2014,1.730456026,0.425,0.8901
Seattle,Washington,Cities,2014,1.567658009,0.4799,0.9284
Spokane Valley,Washington,Cities,2014,0.437722965,0.3971,0.9294
Tacoma,Washington,Cities,2014,0.244233644,0.4593,0.8485
Vancouver,Washington,Cities,2014,0.355686237,0.4211,0.8978
Yakima,Washington,Cities,2014,0.320283558,0.4506,0.7245
,West Virginia,State,2014,0.140721272,0.4546,0.8527
,Wisconsin,State,2014,0.088676035,0.4397,0.911
Appleton,Wisconsin,Cities,2014,0.406278355,0.4363,0.8992
Madison,Wisconsin,Cities,2014,0.406854688,0.4621,0.9414
Milwaukee,Wisconsin,Cities,2014,0.183219127,0.4825,0.8345
,Alabama,State,2013,0.012428381,0.4752,0.8423
Hoover,Alabama,Cities,2013,0.118850949,0.4251,0.9522
Tuscaloosa,Alabama,Cities,2013,0.106240571,0.5258,0.888
 ,Alaska,State,2013,0.108583528,0.4083,0.898
Anchorage,Alaska,Cities,2013,0.267151993,0.4035,0.9134
,Arizona,State,2013,0.234276141,0.4681,0.8538
Avondale,Arizona,Cities,2013,0.633673405,0.3816,0.8229
Gilbert,Arizona,Cities,2013,0.044398664,0.3807,0.9344
Glendale,Arizona,Cities,2013,0.299137629,0.4659,0.8206
Goodyear,Arizona,Cities,2013,0.281499831,0.3737,0.8939
Mesa,Arizona,Cities,2013,0.043844746,0.4375,0.8632
Phoenix,Arizona,Cities,2013,0.539231057,0.4787,0.806
Scottsdale,Arizona,Cities,2013,0.088682751,0.527,0.9546
Tempe,Arizona,Cities,2013,0.178040486,0.4802,0.9206
Tucson,Arizona,Cities,2013,0.49478007,0.4598,0.8395
Yuma,Arizona,Cities,2013,1.041514779,0.4551,0.7833
,Arkansas,State,2013,0.091315553,0.4685,0.8463
Fort Smith,Arkansas,Cities,2013,0.227735963,0.5378,0.8085
North Little Rock,Arkansas,Cities,2013,0.152909875,0.4477,0.8984
,California,State,2013,0.218007054,0.4903,0.8231
Alameda,California,Cities,2013,0.131223263,0.5242,0.8865
Alhambra,California,Cities,2013,0.118049817,0.4597,0.8306
Antioch,California,Cities,2013,0.18788693,0.4339,0.847
Bakersfield,California,Cities,2013,0.08290522,0.4479,0.8121
Baldwin Park,California,Cities,2013,0.130301648,0.3741,0.683
Berkeley,California,Cities,2013,1.118597107,0.5558,0.9527
Burbank,California,Cities,2013,0.477431799,0.4493,0.8757
Camarillo,California,Cities,2013,0.453357109,0.4171,0.9113
Carlsbad,California,Cities,2013,0.271480928,0.4742,0.9537
Carson,California,Cities,2013,0.107049189,0.3948,0.8229
Chico,California,Cities,2013,0.453381089,0.4809,0.9341
Chino,California,Cities,2013,1.11518636,0.4043,0.7622
Chula Vista,California,Cities,2013,0.156817852,0.4462,0.7962
Citrus Heights,California,Cities,2013,0.117182465,0.4063,0.9019
Clovis,California,Cities,2013,0.402078747,0.4523,0.8895
Compton,California,Cities,2013,0.204275486,0.433,0.6147
Concord,California,Cities,2013,0.079704138,0.44,0.8456
Corona,California,Cities,2013,0.062437952,0.4138,0.8505
Costa Mesa,California,Cities,2013,0.088858874,0.4747,0.8824
Daly City,California,Cities,2013,0.286982475,0.4013,0.8601
Davis,California,Cities,2013,1.209811572,0.5349,0.9653
El Cajon,California,Cities,2013,0.196055366,0.4614,0.8118
Elk Grove,California,Cities,2013,0.062140749,0.4198,0.8927
El Monte,California,Cities,2013,0.432559628,0.4504,0.6306
Escondido,California,Cities,2013,0.538176926,0.4724,0.705
Fairfield,California,Cities,2013,0.276688955,0.4125,0.8592
Fontana,California,Cities,2013,0.049157683,0.3883,0.7592
Fresno,California,Cities,2013,0.176860375,0.4831,0.7673
Fullerton,California,Cities,2013,0.143188522,0.4529,0.8721
Garden Grove,California,Cities,2013,0.227960494,0.4274,0.7366
Glendale,California,Cities,2013,0.051185979,0.5146,0.8488
Hayward,California,Cities,2013,0.132489815,0.4265,0.7916
Huntington Beach,California,Cities,2013,0,0.4607,0.9155
Irvine,California,Cities,2013,0.042403426,0.4336,0.9546
Jurupa Valley,California,Cities,2013,0.101947191,0.422,0.7262
Lake Forest,California,Cities,2013,0.252092367,0.4093,0.9197
Lakewood,California,Cities,2013,0.246651703,0.3684,0.8636
Lancaster,California,Cities,2013,0.312906779,0.4454,0.8004
Livermore,California,Cities,2013,0.118553646,0.4049,0.8909
Long Beach,California,Cities,2013,0.106458859,0.4673,0.8118
Los Angeles,California,Cities,2013,0.288754681,0.5365,0.7591
Lynwood,California,Cities,2013,0.140692488,0.4321,0.5309
Manteca,California,Cities,2013,0.415161705,0.3744,0.8605
Milpitas,California,Cities,2013,0.14383936,0.3962,0.8593
Modesto,California,Cities,2013,0.146877387,0.4649,0.848
Moreno Valley,California,Cities,2013,0.049681048,0.3921,0.7572
Newport Beach,California,Cities,2013,0.342313354,0.5665,0.9645
Norwalk,California,Cities,2013,0.469404232,0.3593,0.741
Oakland,California,Cities,2013,0.272353406,0.5072,0.8131
Oceanside,California,Cities,2013,0.463700913,0.4928,0.8421
Ontario,California,Cities,2013,0.059472833,0.4031,0.7287
Orange,California,Cities,2013,0.213821416,0.419,0.8194
Oxnard,California,Cities,2013,0.049359803,0.426,0.6803
Palmdale,California,Cities,2013,0.511110259,0.4473,0.7563
Palo Alto,California,Cities,2013,0.14933397,0.5012,0.9795
Pasadena,California,Cities,2013,0.21582268,0.5157,0.8672
Rancho Cordova,California,Cities,2013,0.147854629,0.4046,0.8924
Redding,California,Cities,2013,0.878782886,0.4519,0.9021
Redlands,California,Cities,2013,0.426851826,0.4576,0.9153
Redondo Beach,California,Cities,2013,0.735369817,0.4399,0.9622
Redwood City,California,Cities,2013,0.125459495,0.4572,0.8781
Richmond,California,Cities,2013,0.279483143,0.4399,0.7567
